userid,password
userkizon1@test.com,test123
userkizon2@test.com,test123
userkizon3@test.com,test123
userkizon4@test.com,test123
userkizon5@test.com,test123
userkizon6@test.com,test123
userkizon7@test.com,test123
userkizon8@test.com,test123
userkizon9@test.com,test123
userkizon10@test.com,test123
userkizon11@test.com,test123
userkizon12@test.com,test123
userkizon13@test.com,test123
userkizon14@test.com,test123
userkizon15@test.com,test123
userkizon16@test.com,test123
userkizon17@test.com,test123


("l-shankar@ar-system.co.jp", "test123456789"),
        ("l-shankar1@ar-system.co.jp", "test123456789"),
        ("userkizon1@test.com", "test123"),
        ("userkizon2@test.com", "test123"),
        ("userkizon3@test.com", "test123"),
        ("userkizon4@test.com", "test123"),
        ("userkizon5@test.com", "test123"),
        ("userkizon6@test.com", "test123"),
        ("userkizon7@test.com", "test123"),
        ("userkizon8@test.com", "test123"),
        ("userkizon9@test.com", "test123"),
        ("userkizon10@test.com", "test123"),
        ("userkizon11@test.com", "test123"),
        ("userkizon12@test.com", "test123"),
        ("userkizon13@test.com", "test123"),
        ("userkizon14@test.com", "test123"),
        ("userkizon15@test.com", "test123"),
        ("userkizon16@test.com", "test123"),
        ("userkizon17@test.com", "test123"),
        ("l-shankar@ar-system.co.jp", "test123456789"),
        ("l-shankar1@ar-system.co.jp", "test123456789"),
        ("userkizon1@test.com", "test123"),
        ("userkizon2@test.com", "test123"),
        ("userkizon3@test.com", "test123"),
        ("userkizon4@test.com", "test123"),
        ("userkizon5@test.com", "test123"),
        ("userkizon6@test.com", "test123"),
        ("userkizon7@test.com", "test123"),
        ("userkizon8@test.com", "test123"),
        ("userkizon9@test.com", "test123"),
        ("userkizon10@test.com", "test123"),
        ("userkizon11@test.com", "test123"),
        ("userkizon12@test.com", "test123"),
        ("userkizon13@test.com", "test123"),
        ("userkizon14@test.com", "test123"),
        ("userkizon15@test.com", "test123"),
        ("userkizon16@test.com", "test123"),
        ("userkizon17@test.com", "test123"),




    {"email": "user1000@test.com", "password": "test123456789"},
    {"email": "user1001@test.com", "password": "test123456789"},
    {"email": "user1002@test.com", "password": "test123456789"},
    {"email": "user1003@test.com", "password": "test123456789"},
    {"email": "user1004@test.com", "password": "test123456789"},
    {"email": "user1005@test.com", "password": "test123456789"},
    {"email": "l-shankar@ar-system.co.jp", "password": "test123456789"},
    {"email": "l-shankar1@ar-system.co.jp", "password": "test123456789"},
    {"email": "userkizon1@test.com", "password": "test123"},
    {"email": "userkizon2@test.com", "password": "test123"},
